AAC_3__VIIa	AAC_3__VIIa.3002541.M22999.492_1359.694
AAC_3__VIa	AAC_3__VIa.3002540.M88012.192_1092.659
AAC_3__Xa	AAC_3__Xa.3002544.AB028210.1.2710_3565.4702
AAC_6___-	AAC_6___33.3002587.JN596280.1202_1757.362	AAC_6___I30.3002588.AY289608.1523_2078.399
AAC_6___29-	AAC_6___29a.3002583.NG_048575.1.100_502.5868	AAC_6___29b.3002584.NG_048576.1.100_502.5898
AAC_6___30_AAC_6___Ib__fusion_protein	AAC_6___30_AAC_6___Ib__fusion_protein.3002599.AJ584652.1926_2913.186
AAC_6___31	AAC_6___31.3002585.AM283489.2655_3174.267
AAC_6___32	AAC_6___32.3002586.EF614235.2246_2801.310
AAC_6___34	AAC_6___34.3003989.KX531053.1.0_594.3861
AAC_6___I-	AAC_6___Ih.3002555.L29044.351_792.456	AAC_6___It.3002564.AF031328.0_441.736	AAC_6___Iv.3002566.AF031330.0_441.81
AAC_6___I-_1	AAC_6___Is.3002562.AF031327.0_441.669	AAC_6___Iu.3002565.AF031329.0_441.27	AAC_6___Ix.3002568.AF031332.0_441.170
AAC_6___I-_2	AAC_6___Iaa.3002571.AE006468.2.1707351_1707789.5208	AAC_6___Iy.3002569.AF144880.3541_3979.397
AAC_6___I-_3	AAC_6___Iaf.3002574.AB462903.1199_1751.672	AAC_6___Ip.3002559.Z54241.1.529_1051.5237	AAC_6___Iq.3002560.AF047556.126_678.343
AAC_6___IIa	AAC_6___IIa.3002594.AY123251.2950_3505.460
AAC_6___IIb	AAC_6___IIb.3002595.L06163.531_1074.497
AAC_6___IIc	AAC_6___IIc.3002596.AF162771.61_643.313
AAC_6___Ia	AAC_6___Ia.3002545.M18967.756_1314.547
AAC_6___Iad	AAC_6___Iad.3002572.AB119105.0_435.264
AAC_6___Iae	AAC_6___Iae.3002573.AB104852.1934_2486.583
AAC_6___Iag	AAC_6___Iag.3004638.AB472901.2.1185_1689.5449
AAC_6___Iai	AAC_6___Iai.3002575.EU886977.543_1110.708
AAC_6___Iaj	AAC_6___Iaj.3003677.AB709942.1194_1749.3379
AAC_6___Iak	AAC_6___Iak.3003199.AB894482.1.35038_35500.4672
AAC_6___Ian	AAC_6___Ian.3003200.AP014611.26117_26690.5297
AAC_6___Ib+	AAC_6___Ib.3002546.JQ808129.633_1188.231	AAC_6___Ib10.3002581.U59183.247_859.314	AAC_6___Ib11.3002582.AY136758.377_947.366	AAC_6___Ib3.3002576.FJ854362.1702_2257.141	AAC_6___Ib4.3002577.AF445082.2788_3343.401	AAC_6___Ib8.3002579.KF998105.1.4171_4849.5456	AAC_6___Ib9.3002580.AF043381.251_863.463	AAC_6___Ib_.3003676.AY660529.1.121_676.4753	AAC_6___Ib_Hangzhou.3002592.FJ503047.0_519.29	AAC_6___Ib_Suzhou.3002591.EU085533.0_519.83	AAC_6___Ib_cr1.3002547.NG_052213.1.100_655.6152	AAC_6___Ib_cr3.3005112.HQ170516.1.426_1026.6153	AAC_6___Ib_cr4.3005114.JZKY01000061.1.787_1366.6154	AAC_6___Ib_cr5.3005115.EU161636.1.1021_1576.6155	AAC_6___Ib_cr6.3005116.EU675686.2.1260_1860.6156	AAC_6___Ib_cr7.3005117.JABGAB010000032.1.11074_11629.6157	AAC_6___Ib_cr8.3005118.CP034250.1.426089_426644.6158	AAC_6___Ib_cr9.3005119.MH569711.1.1959_2514.6159	ANT_3____Ii_AAC_6___IId_fusion_protein.3002598.AF453998.3554_4946.16	aadA11.3002611.AY758206.2743_3589.13	aadA6.3002606.AM087411.1611_2457.199	aadA6_aadA10.3002622.AM087405.1748_2582.409
AAC_6___Ib7	AAC_6___Ib7.3002578.KR091911.1.74564_75350.5850
AAC_6___Ib_SK	AAC_6___Ib_SK.3002593.AB164230.35_566.360
AAC_6___Ic	AAC_6___Ic.3002549.M94066.1553_1994.306
AAC_6___Ie_APH_2____Ia	AAC_6___Ie_APH_2____Ia.3002597.GU565967.1.24979_26419.5296
AAC_6___If	AAC_6___If.3002553.X55353.278_713.358
AAC_6___Ig	AAC_6___Ig.3002554.L09246.543_981.396
AAC_6___Ii	AAC_6___Ii.3002556.L12710.0_549.172
AAC_6___Iid	AAC_6___Iid.3002589.AJ584700.33_582.207
AAC_6___Iih	AAC_6___Iih.3002590.AJ584701.10_562.250
AAC_6___Ij	AAC_6___Ij.3002557.L29045.259_700.494
AAC_6___Ik	AAC_6___Ik.3002558.L29510.368_806.541
AAC_6___Il	AAC_6___Il.3004635.U13880.2.308_767.5422
AAC_6___Im	AAC_6___Im.3004629.AF337947.1.1214_1751.5375
AAC_6___Ir	AAC_6___Ir.3002561.AF031326.0_441.581
AAC_6___Isa	AAC_6___Isa.3002563.AB116646.429_903.705
AAC_6___Iw	AAC_6___Iw.3002567.AF031331.0_441.139
AAC_6___Iz	AAC_6___Iz.3002570.AF140221.389_851.205
ACC_-	ACC_1.3001815.AJ133121.649_1810.856	ACC_2.3001816.AF180952.1564_2737.1852	ACC_4.3001818.EF504260.1994_3155.4498	ACC_5.3001819.HE819401.0_1161.778
ACI_1	ACI_1.3004359.AJ007350.1.239_1094.4259
ACT_-	ACT_12.3001834.JX440355.751_1897.1017	ACT_22.3001843.KF992027.700_1846.1911
ACT_-_1	ACT_14.3001836.JX440354.756_1902.1176	ACT_15.3001837.JX440356.754_1900.1262	ACT_17.3001838.KF992026.753_1899.1418	ACT_18.3001839.KF992028.761_1907.1505	ACT_19.3001840.KF992029.748_1894.1583	ACT_20.3001841.KF526117.0_1146.1853	ACT_21.3001842.KF526118.0_1146.1854	ACT_23.3001828.KF515536.0_1146.1990	ACT_24.3001844.KJ207207.479_1625.779	ACT_25.3001845.KJ207208.539_1685.861	ACT_27.3001847.KJ207209.454_1600.941	ACT_30.3001850.KM087833.0_1146.1263	ACT_31.3001851.KM087843.0_1146.1342	ACT_32.3001852.KM087835.0_1146.1419	ACT_33.3001853.KM087834.1.0_1146.3684	ACT_35.3001855.LC004922.0_1146.1584	ACT_36.3003171.KM926621.751_1897.1660	ACT_37.3003172.KM926622.238_1384.1735	ACT_5.3001824.FJ237369.0_1146.1893	ACT_7.3001830.FJ237368.0_1146.759
ACT_-_2	ACT_28.3001848.KJ207206.751_1897.1018	ACT_9.3001826.HQ693810.1008_2151.819
ACT_1+	ACT_1.3001821.U58495.27_1173.860	ACT_10.3001832.JN848330.0_1146.940	ACT_13.3001835.HE819402.0_1146.1094	ACT_2.3001822.AM076977.0_1146.1812	ACT_29.3001849.KM087832.0_1146.1095	ACT_3.3001823.EF125013.0_1146.1177	ACT_38.3003655.KP836350.1.0_1146.5243	ACT_4.3001829.EU427302.1475_2618.1813	ACT_6.3001825.FJ237366.40_1186.1972	ACT_8.3001831.FN645445.1.0_1146.5245	MIR_1.3002166.M37839.927_2073.1024	MIR_10.3002175.KM087858.0_1146.1102	MIR_11.3002176.KM087859.0_1146.1182	MIR_12.3002177.KM087863.0_1146.1269	MIR_13.3002178.KM087862.0_1146.1348	MIR_14.3002179.KM087864.0_1146.1425	MIR_16.3002181.KM087861.0_1146.1581	MIR_3.3002169.AY743435.13_1159.1810	MIR_5.3002170.KP050484.0_1146.1978	MIR_9.3002174.KM087860.0_1146.875
ADC_-	ADC_15.3003859.AM283526.1.0_1152.5360	ADC_18.3003862.AM283523.1.0_1152.5421	ADC_23.3003867.AM283518.1.0_1152.5438	ADC_43.3003874.FJ744162.1.0_1152.5300
ADC_1+	ADC_1.3003847.AJ009979.1.0_1152.5287	ADC_10.3003855.DQ883640.1.0_1167.5246	ADC_11.3004615.GU591983.1.0_1152.5241	ADC_12.3003856.AM283529.1.0_1152.5302	ADC_13.3003857.AM283528.2.0_1152.5304	ADC_14.3003858.AM283527.1.0_1152.5306	ADC_159.3005037.MG229642.1.0_1152.6073	ADC_17.3003861.AM283524.1.0_1152.5419	ADC_19.3003863.AM283522.1.0_1152.5424	ADC_2.3003848.AY177427.1.1141_2293.5288	ADC_20.3003864.AM283521.1.0_1152.5427	ADC_21.3003865.AM283520.1.0_1152.5432	ADC_22.3003866.AM283519.1.0_1152.5878	ADC_25.3003868.EF016355.1.0_1152.5443	ADC_3.3003849.AY178995.1.0_1152.5289	ADC_30.3004617.JF265068.1.954_2106.5247	ADC_31.3003870.CP001921.1.2803996_2805148.5444	ADC_39.3003871.EU652244.1.0_1152.5445	ADC_4.3003850.AY178996.1.0_1152.5290	ADC_41.3003872.FJ744160.1.0_1152.5292	ADC_42.3003873.FJ744161.1.0_1152.5294	ADC_44.3003876.FJ744163.1.0_1152.5301	ADC_5.3003851.AJ575184.1.0_1152.5291	ADC_56.3003878.HQ662682.1.0_1152.5303	ADC_58.3004618.JQ319653.1.0_1152.5249	ADC_59.3004619.JQ319654.1.0_1152.5251	ADC_6.3003852.MG601730.1.0_1152.5293	ADC_60.3004620.JQ692087.1.0_1152.5253	ADC_61.3003879.JQ753702.1.0_1152.5305	ADC_62.3004632.JQ867374.1.0_1152.5401	ADC_67.3004633.JX169789.1.0_1152.5403	ADC_68.3004493.KC866352.1.0_1152.4869	ADC_7.3003853.AY648950.1.0_1152.5295	ADC_73.3004634.KP881233.1.0_1152.5411	ADC_74.3003880.KP881234.1.0_1152.5362	ADC_75.3003881.KP881235.1.0_1152.5365	ADC_76.3003882.KP881236.1.0_1152.5420	ADC_77.3003883.KP881237.1.53_1205.5423	ADC_78.3003884.KP881238.1.0_1152.5425	ADC_79.3003885.KP881239.1.0_1152.5428	ADC_81.3003887.KP881241.1.0_1167.5437	ADC_82.3003888.JEXY01000001.1.379_1531.5441	ampC.3003796.CP001182.1.2873299_2874451.3566
ADC_16	ADC_16.3003860.AM283525.1.0_1152.5364
ADC_8	ADC_8.3003854.AM293332.3.0_1194.4033
AER_1	AER_1.3002481.U14748.324_1239.901
AIM_1	AIM_1.3000853.AM998375.1172_2084.1033
ANT_2____Ia	ANT_2____Ia.3000230.AF078527.3769_4303.457
ANT_3____IIa+	ANT_3____IIa.3004089.X02340.1.222_1194.5122	aadA.3002601.AF550679.1.80976_81768.5220	aadA12.3002612.FJ381668.56_848.57	aadA15.3002615.DQ393783.1799_2591.116	aadA17.3002617.FJ460181.1790_2582.160	aadA21.3002618.AY171244.46_838.195	aadA22.3002619.AM261837.73_865.238	aadA23.3002620.AJ809407.118_898.280	aadA24.3002621.DQ677333.0_780.330	aadA25.3003197.CP003022.336788_337580.3329	aadA3.3002603.AF047479.1295_2087.372	aadA8.3002608.AY139603.106_898.558	aadA8b.3004704.AM040708.1.1173_1965.5587
ANT_3____IIb	ANT_3____IIb.3004090.APPC01000022.1.55968_56760.4496
ANT_3____IIc	ANT_3____IIc.3004091.APOM01000001.1.40253_41033.4495
ANT_3____Ib	ANT_3____Ib.3005062.MN366379.1.0_801.6097
ANT_4___IIa	ANT_4___IIa.3002624.M98270.0_759.190
ANT_4___IIb	ANT_4___IIb.3002625.AY114142.1060_1816.234
ANT_4___Ia	ANT_4___Ia.3002623.EF540343.214_985.185
ANT_4___Ib	ANT_4___Ib.3003905.GQ900432.1.26737_27499.5201
ANT_6__Ia	ANT_6__Ia.3002626.KF648874.1.60996_61860.5528
ANT_6__Ib	ANT_6__Ib.3002629.FN594949.27481_28339.60
ANT_9__Ia	ANT_9__Ia.3002630.X02588.1.330_1113.6083
APH_2____I-	APH_2____IVa.3002637.AF016483.0_906.729	APH_2____Ie.3002634.AY939911.3535_4441.18
APH_2____IIIa	APH_2____IIIa.3002636.U51479.0_921.181
APH_2____IIa	APH_2____IIa.3002635.AF337947.271_1171.696
APH_2____If	APH_2____If.3004191.AY701528.1.9695_10589.4188
APH_2____Ig	APH_2____Ig.3002669.CP004067.1.43007_43928.4749
APH_3___IIIa	APH_3___IIIa.3002647.CP004067.52914_53709.233
APH_3___IIa	APH_3___IIa.3002644.V00618.1.150_945.5416
APH_3___IIb	APH_3___IIb.3002645.X90856.387_1194.159
APH_3___IIc	APH_3___IIc.3002646.HQ424460.1_805.194
APH_3___IVa	APH_3___IVa.3002648.X03364.0_789.237
APH_3___IX	APH_3___IX.3004087.APPN01000061.1.80497_81298.4068
APH_3___Ia	APH_3___Ia.3002641.BX664015.1.103017_103833.4475
APH_3___Ib	APH_3___Ib.3002642.M20305.778_1594.329
APH_3___VI-	APH_3___VI.3003687.KC170992.1.8362_9142.3387	APH_3___VIa.3002652.X07753.102_882.368	APH_3___VIb.3002653.AJ627643.4.4933_5713.6049
APH_3___VIIIa	APH_3___VIIIa.3004680.AF182845.2.0_804.5564
APH_3___VIIIb	APH_3___VIIIb.3004086.ATGI01000028.1.7477_8257.4499
APH_3___VIIa	APH_3___VIIa.3002654.M29953.295_1048.326
APH_3___Va	APH_3___Va.3002649.K00432.306_1113.371
APH_3___Vb	APH_3___Vb.3002650.M22126.372_1164.407
APH_3___Vc	APH_3___Vc.3002651.S81599.281_1076.470
APH_3___XV+	APH_3___XV.3005154.EU165039.1.609_1404.6203	aphA15.3004675.Y18050.2.4757_5552.5559
APH_3____Ia	APH_3____Ia.3002638.X53527.0_819.91
APH_3____Ib	APH_3____Ib.3002639.AF313472.15593_16397.545
APH_3____Ic	APH_3____Ic.3002640.DQ336355.602_1367.276
APH_4__Ia	APH_4__Ia.3002655.V01499.230_1256.221
APH_4__Ib	APH_4__Ib.3002656.X74325.645_1908.262
APH_6__Ia	APH_6__Ia.3002657.Y00459.2824_3748.94
APH_6__Ib	APH_6__Ib.3002658.X05648.381_1305.118
APH_6__Ic	APH_6__Ic.3002659.X01702.484_1285.404
APH_6__Id	APH_6__Id.3002660.AF024602.3155_3992.467
APH_7____Ia	APH_7____Ia.3002661.X03615.231_1230.600
APH_9__Ia	APH_9__Ia.3002662.U94857.0_996.514
APH_9__Ib	APH_9__Ib.3002663.U70376.2.7525_8518.4738
AQU_-	AQU_1.3002993.AB765395.0_1143.1113	AQU_3.3004648.KF730244.1.0_1149.5475
ARL_-	ARL_1.3004734.KY363215.1.79488_80337.5744	ARL_2.3004735.KY363207.1.2236_3085.5745	ARL_3.3004736.KY363208.1.2236_3085.5746	ARL_4.3004737.KY363206.1.2236_3085.5747	ARL_6.3004739.KY464892.1.2236_3085.5749
ARL_5	ARL_5.3004738.KY363214.1.2237_3086.5748
AST_1	AST_1.3004740.AF279904.1.159_1092.5750
Acinetobacter_baumannii_AbaF	Acinetobacter_baumannii_AbaF.3004573.CP000521.1.1557233_1558523.5139
Acinetobacter_baumannii_AbaQ	Acinetobacter_baumannii_AbaQ.3004574.CP001182.2.2255584_2256889.5314
Acinetobacter_baumannii_AbuO	Acinetobacter_baumannii_AbuO.3004578.NC_010410.1.3570600_3571947.5148
Acinetobacter_baumannii_AmvA	Acinetobacter_baumannii_AmvA.3004577.FJ911554.1.176_1655.5144
Acinetobacter_baumannii_OprD	Acinetobacter_baumannii_OprD.3003809.CP006768.1.3513469_3514780.4419
AcrE	AcrE.3000499.U00096.3413863_3415021.333
AcrF	AcrF.3000502.U00096.3415032_3418137.700
AcrS	AcrS.3000656.U00096.3412802_3413465.4558
Agrobacterium_fabrum_chloramphenicol	Agrobacterium_fabrum_chloramphenicol.3004451.M58472.1.147_777.4423
ArmR	ArmR.3004056.AE004091.2.4165718_4165880.5228
ArnT	ArnT.3005053.FO834906.1.304977_306633.6090
AxyX	AxyX.3004143.AFRQ01000061.1.27130_28306.4485
AxyY	AxyY.3004144.AFRQ01000061.1.23986_27124.4484
AxyZ	AxyZ.3004145.AFRQ01000061.1.28538_29177.4134
BAT_1	BAT_1.3004747.AJRJ01000061.1.17603_18410.5753
BCL_1	BCL_1.3004749.EF540343.1.3312_4236.5754
BEL_-	BEL_1.3002385.DQ089809.1005_1857.1193	BEL_2.3002386.FJ666063.0_852.1280	BEL_3.3002387.GQ202694.0_852.1359
BES_1	BES_1.3004751.AF234999.1.189_1068.5755
BIC_1	BIC_1.3004753.GQ260093.1.0_885.5756
BIL_1+	BIL_1.3004755.X74512.1.126_1272.5757	CMY_101.3002113.KF526114.0_1146.1281	CMY_102.3002114.KF526115.0_1146.1360	CMY_103.3002115.KF526116.0_1146.1441	CMY_104.3002116.KF150216.0_1146.1546	CMY_105.3002117.KJ207205.1039_2185.1623	CMY_108.3002120.KF564648.0_1146.1775	CMY_110.3002071.AB872957.1.0_1146.5299	CMY_111.3002122.KJ155695.0_1146.1992	CMY_112.3002123.KM087837.0_1146.781	CMY_113.3002124.KM087836.0_1146.863	CMY_114.3002125.KM087846.0_1146.943	CMY_115.3002126.KM087839.0_1146.1020	CMY_116.3002127.KM087840.0_1146.1098	CMY_117.3002128.KM087844.0_1146.1178	CMY_118.3002129.KM087838.0_1146.1265	CMY_119.3002130.KM087845.0_1146.1344	CMY_122.3003130.NG_048793.0_1146.6277	CMY_124.3003132.NG_048794.0_1146.6274	CMY_125.3003133.NG_048795.0_1146.6275	CMY_13.3002024.AY339625.3640_4786.4561	CMY_132.3003652.KP862820.1.0_1146.5775	CMY_133.3003653.KP862819.1.0_1146.5776	CMY_135.3004778.KP981366.1.0_1146.5777	CMY_136.3004854.MG844436.1.6618_7764.5922	CMY_139.3005191.NG_048807.0_1146.6268	CMY_14.3002025.AJ555825.0_1146.1662	CMY_140.3005185.NG_050943.0_1146.6262	CMY_141.3005196.NG_051215.0_1146.6273	CMY_142.3005195.NG_051753.0_1146.6272	CMY_143.3005204.NG_052047.0_1146.6252	CMY_145.3005197.NG_052649.0_1146.6276	CMY_146.3005181.NG_052648.0_1146.6258	CMY_147.3005180.NG_052898.0_1146.6257	CMY_148.3005192.NG_054681.0_1146.6269	CMY_149.3005190.NG_054682.0_1146.6267	CMY_15.3002026.AJ555823.0_1146.1737	CMY_154.3005194.NG_055270.0_1146.6271	CMY_155.3005200.NG_055473.0_1146.6280	CMY_156.3005182.NG_056410.0_1146.6259	CMY_158.3005176.NG_062242.0_1146.6254	CMY_16.3002027.AJ781421.0_1146.1815	CMY_160.3005183.NG_057614.0_1146.6260	CMY_161.3005187.NG_057479.0_1146.6264	CMY_162.3005184.NG_060523.0_1146.6261	CMY_163.3005193.NG_060564.0_1146.6270	CMY_164.3005186.NG_065422.0_1149.6263	CMY_165.3005188.NG_065862.0_1146.6265	CMY_166.3005189.NG_065863.0_1146.6266	CMY_17.3002028.AY513266.164_1310.1895	CMY_171.3005199.NG_068165.0_1146.6279	CMY_173.3005177.NG_070783.0_1146.6255	CMY_18.3002029.AY743434.46_1198.1974	CMY_2.3002013.X91840.0_1146.821	CMY_20.3002031.AY960293.0_1143.903	CMY_21.3002032.DQ139328.160_1306.957	CMY_22.3002033.DQ256079.0_1146.1035	CMY_23.3002034.DQ463751.75_1221.1115	CMY_24.3002035.EF415650.0_1146.1195	CMY_25.3002036.EU515249.0_1146.1282	CMY_26.3002037.AB300358.0_1146.1361	CMY_27.3002038.EU515250.0_1146.1442	CMY_28.3002039.EF561644.0_1146.1547	CMY_31.3002042.EF622224.0_1146.1776	CMY_32.3002043.EU496815.0_1146.1858	CMY_33.3002044.EU496816.0_1140.1914	CMY_34.3002045.EF394370.0_1146.1993	CMY_35.3002046.EF394371.0_1146.782	CMY_36.3002047.EU331426.1.2374_3520.3695	CMY_37.3002048.AB280919.0_1146.944	CMY_38.3002049.AM931008.0_1146.1021	CMY_39.3002050.AB372224.0_1146.1099	CMY_40.3002051.EU515251.0_1146.1266	CMY_41.3002052.AB429270.14_1160.1345	CMY_42.3002053.HM146927.0_1146.1422	CMY_43.3002054.FJ360626.0_1146.1508	CMY_44.3002055.FJ437066.0_1134.1586	CMY_45.3002056.FN546177.0_1146.1663	CMY_46.3002057.FN556186.0_1146.1738	CMY_47.3002058.HM046998.1039_2185.1816	CMY_48.3002059.HM569226.1039_2185.1896	CMY_49.3002060.GQ402541.0_1146.1975	CMY_5.3002016.Y17716.1.2373_3519.5257	CMY_50.3002061.FN645444.0_1146.822	CMY_51.3002062.JQ733571.1027_2173.904	CMY_53.3002064.HQ336940.0_1146.958	CMY_54.3002065.HM544039.0_1152.1036	CMY_55.3002066.HM544040.0_1146.1116	CMY_56.3002067.HQ322613.0_1146.1196	CMY_57.3002068.HQ285243.0_1146.1283	CMY_58.3002072.HQ185697.1267_2413.1362	CMY_6.3002017.AJ011293.0_1146.1548	CMY_60.3002073.JF460794.0_1146.1625	CMY_61.3002074.JF460795.0_1143.1701	CMY_62.3002075.JF460796.0_1146.1777	CMY_63.3002076.HQ650104.63_1209.1859	CMY_64.3002077.HQ832678.0_1146.1915	CMY_65.3002078.JF780936.63_1209.1994	CMY_66.3002079.JN714478.1034_2180.783	CMY_67.3002080.JQ711185.1027_2173.864	CMY_68.3002081.JN714480.1039_2185.945	CMY_69.3002082.JX049132.0_1146.1022	CMY_7.3002018.AJ011291.0_1146.1100	CMY_70.3002083.JX440350.1026_2172.1180	CMY_71.3002084.JQ711184.1026_2172.1267	CMY_72.3002085.JX440352.1027_2173.1346	CMY_73.3002086.GQ351345.0_1146.1423	CMY_74.3002087.JX440349.1026_2172.1509	CMY_75.3002088.JQ733572.1027_2173.1587	CMY_76.3002089.JQ733573.1027_2173.1664	CMY_77.3002090.JX440353.1026_2172.1739	CMY_78.3002091.JQ733575.1027_2173.1817	CMY_79.3002092.JQ733576.1027_2173.1897	CMY_80.3002093.JQ733577.1026_2172.762	CMY_81.3002094.JQ733578.1007_2153.823	CMY_82.3002095.KJ207203.5_1151.905	CMY_83.3002096.JX440351.1026_2172.959	CMY_84.3002097.JQ733579.1027_2173.1037	CMY_85.3002098.KJ207202.548_1694.1117	CMY_86.3002099.KJ207204.579_1725.1197	CMY_90.3002103.HE819404.0_1146.1444	CMY_94.3002107.JX514368.271_1417.1626	CMY_95.3002108.JX514369.296_1442.1702	CMY_96.3002109.NG_048893.0_1146.6281	CMY_99.3002070.KF305673.17_1163.1860	LAT_1.3001857.X78117.141_1287.1988
BJP_1	BJP_1.3000856.CP011360.1.6169922_6170807.5242
BKC_1	BKC_1.3004757.KP689347.1.8602_9544.5758
BLMT	BLMT.3005036.AB255435.1.117276_117657.6084
BPU_1	BPU_1.3004759.CP000813.4.2349398_2350187.5759
BRO_-	BRO_1.3004761.U49269.2.1975_2917.5904	BRO_2.3004762.Z54181.1.62_1007.5761
BRP_MBL_	BRP_MBL_.3001205.KC503911.1.9883_10249.5446
BUT_1	BUT_1.3004294.AF440406.1.959_2153.4198
Bacillus_clausii_chloramphenicol	Bacillus_clausii_chloramphenicol.3004452.AY238971.1.1054_1741.4424
Bacillus_pumilus_cat86	Bacillus_pumilus_cat86.3002672.K00544.0_663.143
BahA	BahA.3003984.KX531048.1.0_2259.3857
BcI+	BcI.3002877.X06599.272_1193.1622	Bla1.3000090.AY453161.500_1430.1545
BcII+	BcII.3002878.M19530.415_1186.1699	Bla2.3004189.AY453162.500_1271.4187
Borreliella_burgdorferi_16S	Borreliella_burgdorferi_16S.3003502.NR_044732.2.0_1477.3267	Borreliella_burgdorferi_16S.3003503.NR_044732.2.0_1477.3266	Borreliella_burgdorferi_16S.3003504.NR_044732.2.0_1477.3268
Brachyspira_hyodysenteriae_23S	Brachyspira_hyodysenteriae_23S.3004133.NZ_CP015910.2.2512812_2515808.4183
CAM_1	CAM_1.3004559.MG430339.1.67103_67829.5123
CARB_-	CARB_17.3002254.KJ934265.0_852.862	CARB_19.3003175.KJ934267.0_852.1019	CARB_20.3003150.CP023709.1.697533_698385.5458	CARB_21.3003176.CP006005.1728735_1729668.1264	CARB_22.3003151.BA000032.2.476707_477559.4727	CARB_23.3003186.CP007005.1250264_1251203.1420
CARB_-_1	CARB_1.3002240.AF313471.1421_2288.1855	CARB_12.3002250.D13210.231_1098.1912	CARB_2.3002241.DQ157752.797_1664.1096	CARB_3.3002242.S46063.121_1036.1506	CARB_6.3002245.AF030945.95_962.1736
CARB_-_2	CARB_10.3002249.EU850412.2269_3166.1856	CARB_14.3002252.JQ364968.3332_4229.1991	CARB_16.3002255.HF953351.2461_3358.4562	CARB_5.3002244.AF135373.11_908.1661	CARB_8.3002247.AY178993.574_1471.1894
CARB_-_3	CARB_7.3002246.AF409092.887_1754.1814	CARB_9.3002248.AY248038.2072_2939.1973
CARB_4	CARB_4.3002243.U14749.690_1557.1585
CAU_1	CAU_1.3000855.AJ308331.0_870.760
CBP_1	CBP_1.3004764.KP718480.1.0_927.5764
CFE_1+	CFE_1.3001856.AB107899.1007_2153.902	CMY_100.3002112.KF526113.0_1146.1194	CMY_93.3002106.KF992025.1026_2172.1549
CFE_2+	CFE_2.3004464.MF543129.1.2483_3629.4464	CMY_98.3002111.KC603538.0_1131.1778
CGA_1	CGA_1.3004766.AF339733.1.436_1315.5765
CGB_1	CGB_1.3000841.EF672680.0_729.956
CIA_-	CIA_1.3004768.AB639753.1.0_879.5766	CIA_2.3004769.AB674566.1.0_879.5767	CIA_3.3004770.AB674567.1.0_879.5768	CIA_4.3004771.AB674568.1.0_879.5769
CKO_1	CKO_1.3004773.AF477396.1.0_903.5770
CME_1	CME_1.3004775.AJ006275.1.71_959.5771
CMH_1	CMH_1.3004777.JQ673557.1.0_1146.5772
CMY_1+	CMY_1.3002012.X92508.332_1481.1034	CMY_10.3002021.AF357597.250_1399.1114	CMY_11.3002022.AF357599.253_1402.1857	CMY_19.3002030.AB194410.0_1149.761	CMY_8.3002019.AF167990.612_1761.1976	CMY_9.3002020.AB061794.6017_7166.1363	MOX_1.3002182.D13304.232_1381.961	MOX_2.3002183.AJ276453.4619_5768.1039	MOX_3.3002186.EU515248.0_1149.1119	MOX_4.3002184.FJ262599.0_1149.1199
CMY_157	CMY_157.3005198.NG_055587.0_1146.6278
CPS_1	CPS_1.3003716.KP109675.1328_2201.3431
CRP	CRP.3000518.AP009048.1.4153663_4154296.4752
